
/bin/ar:     file format elf64-x86-64


Disassembly of section .init:

0000000000002000 <.init>:
    2000:	f3 0f 1e fa          	endbr64 
    43db:	48 89 05 be cd 00 00 	mov    %rax,0xcdbe(%rip)        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    43e2:	48 89 05 b7 cf 00 00 	mov    %rax,0xcfb7(%rip)        # 113a0 <stderr@@GLIBC_2.2.5+0x240>
    43e9:	0f b6 00             	movzbl (%rax),%eax
    43ec:	88 05 ba cd 00 00    	mov    %al,0xcdba(%rip)        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    43f2:	5b                   	pop    %rbx
    43f3:	c3                   	retq   
    43f4:	0f 1f 40 00          	nopl   0x0(%rax)
    43f8:	48 85 db             	test   %rbx,%rbx
    43fb:	74 f5                	je     43f2 <bfd_seek@plt+0x17c2>
    43fd:	48 8b 05 bc cd 00 00 	mov    0xcdbc(%rip),%rax        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    4404:	48 c1 e0 03          	shl    $0x3,%rax
    4408:	eb b7                	jmp    43c1 <bfd_seek@plt+0x1791>
    440a:	66 0f 1f 44 00 00    	nopw   0x0(%rax,%rax,1)
    4410:	f3 0f 1e fa          	endbr64 
    4414:	48 85 ff             	test   %rdi,%rdi
    4417:	74 57                	je     4470 <bfd_seek@plt+0x1840>
    4419:	48 8b 05 90 cd 00 00 	mov    0xcd90(%rip),%rax        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    4420:	55                   	push   %rbp
    4421:	48 89 fd             	mov    %rdi,%rbp
    4424:	48 85 c0             	test   %rax,%rax
    4427:	74 10                	je     4439 <bfd_seek@plt+0x1809>
    4429:	48 8b 15 90 cd 00 00 	mov    0xcd90(%rip),%rdx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    4430:	48 8d 04 d0          	lea    (%rax,%rdx,8),%rax
    4434:	48 3b 38             	cmp    (%rax),%rdi
    4437:	74 17                	je     4450 <bfd_seek@plt+0x1820>
    4439:	8b 45 20             	mov    0x20(%rbp),%eax
    443c:	85 c0                	test   %eax,%eax
    443e:	75 1e                	jne    445e <bfd_seek@plt+0x182e>
    4440:	48 89 ef             	mov    %rbp,%rdi
    4443:	5d                   	pop    %rbp
    4444:	e9 27 e2 ff ff       	jmpq   2670 <free@plt>
    4449:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    4450:	48 c7 00 00 00 00 00 	movq   $0x0,(%rax)
    4457:	8b 45 20             	mov    0x20(%rbp),%eax
    445a:	85 c0                	test   %eax,%eax
    445c:	74 e2                	je     4440 <bfd_seek@plt+0x1810>
    445e:	48 8b 7d 08          	mov    0x8(%rbp),%rdi
    4462:	e8 09 e2 ff ff       	callq  2670 <free@plt>
    4467:	48 89 ef             	mov    %rbp,%rdi
    446a:	5d                   	pop    %rbp
    446b:	e9 00 e2 ff ff       	jmpq   2670 <free@plt>
    4470:	c3                   	retq   
    4471:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    4478:	00 00 00 00 
    447c:	0f 1f 40 00          	nopl   0x0(%rax)
    4480:	f3 0f 1e fa          	endbr64 
    4484:	48 85 ff             	test   %rdi,%rdi
    4487:	74 45                	je     44ce <bfd_seek@plt+0x189e>
    4489:	48 8b 47 08          	mov    0x8(%rdi),%rax
    448d:	c7 47 1c 00 00 00 00 	movl   $0x0,0x1c(%rdi)
    4494:	48 8b 15 15 cd 00 00 	mov    0xcd15(%rip),%rdx        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    449b:	c6 00 00             	movb   $0x0,(%rax)
    449e:	48 8b 47 08          	mov    0x8(%rdi),%rax
    44a2:	c6 40 01 00          	movb   $0x0,0x1(%rax)
    44a6:	48 8b 47 08          	mov    0x8(%rdi),%rax
    44aa:	c7 47 28 01 00 00 00 	movl   $0x1,0x28(%rdi)
    44b1:	48 89 47 10          	mov    %rax,0x10(%rdi)
    44b5:	c7 47 38 00 00 00 00 	movl   $0x0,0x38(%rdi)
    44bc:	48 85 d2             	test   %rdx,%rdx
    44bf:	74 0d                	je     44ce <bfd_seek@plt+0x189e>
    44c1:	48 8b 0d f8 cc 00 00 	mov    0xccf8(%rip),%rcx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    44c8:	48 3b 3c ca          	cmp    (%rdx,%rcx,8),%rdi
    44cc:	74 02                	je     44d0 <bfd_seek@plt+0x18a0>
    44ce:	c3                   	retq   
    44cf:	90                   	nop
    44d0:	8b 57 1c             	mov    0x1c(%rdi),%edx
    44d3:	48 89 05 c6 cc 00 00 	mov    %rax,0xccc6(%rip)        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    44da:	48 89 05 bf ce 00 00 	mov    %rax,0xcebf(%rip)        # 113a0 <stderr@@GLIBC_2.2.5+0x240>
    44e1:	89 15 c1 cc 00 00    	mov    %edx,0xccc1(%rip)        # 111a8 <stderr@@GLIBC_2.2.5+0x48>
    44e7:	48 8b 17             	mov    (%rdi),%rdx
    44ea:	48 89 15 8f cc 00 00 	mov    %rdx,0xcc8f(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    44f1:	0f b6 00             	movzbl (%rax),%eax
    44f4:	88 05 b2 cc 00 00    	mov    %al,0xccb2(%rip)        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    44fa:	c3                   	retq   
    44fb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    4500:	41 55                	push   %r13
    4502:	41 54                	push   %r12
    4504:	55                   	push   %rbp
    4505:	48 89 f5             	mov    %rsi,%rbp
    4508:	53                   	push   %rbx
    4509:	48 89 fb             	mov    %rdi,%rbx
    450c:	48 83 ec 08          	sub    $0x8,%rsp
    4510:	e8 ab e1 ff ff       	callq  26c0 <__errno_location@plt>
    4515:	48 89 df             	mov    %rbx,%rdi
    4518:	44 8b 28             	mov    (%rax),%r13d
    451b:	49 89 c4             	mov    %rax,%r12
    451e:	e8 5d ff ff ff       	callq  4480 <bfd_seek@plt+0x1850>
    4523:	48 8b 05 86 cc 00 00 	mov    0xcc86(%rip),%rax        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    452a:	48 89 2b             	mov    %rbp,(%rbx)
    452d:	c7 43 34 01 00 00 00 	movl   $0x1,0x34(%rbx)
    4534:	48 85 c0             	test   %rax,%rax
    4537:	74 0d                	je     4546 <bfd_seek@plt+0x1916>
    4539:	48 8b 15 80 cc 00 00 	mov    0xcc80(%rip),%rdx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    4540:	48 3b 1c d0          	cmp    (%rax,%rdx,8),%rbx
    4544:	74 08                	je     454e <bfd_seek@plt+0x191e>
    4546:	48 c7 43 2c 01 00 00 	movq   $0x1,0x2c(%rbx)
    454d:	00 
    454e:	31 c0                	xor    %eax,%eax
    4550:	48 85 ed             	test   %rbp,%rbp
    4553:	74 17                	je     456c <bfd_seek@plt+0x193c>
    4555:	48 89 ef             	mov    %rbp,%rdi
    4558:	e8 83 e4 ff ff       	callq  29e0 <fileno@plt>
    455d:	89 c7                	mov    %eax,%edi
    455f:	e8 bc e1 ff ff       	callq  2720 <isatty@plt>
    4564:	85 c0                	test   %eax,%eax
    4566:	0f 9f c0             	setg   %al
    4569:	0f b6 c0             	movzbl %al,%eax
    456c:	89 43 24             	mov    %eax,0x24(%rbx)
    456f:	45 89 2c 24          	mov    %r13d,(%r12)
    4573:	48 83 c4 08          	add    $0x8,%rsp
    4577:	5b                   	pop    %rbx
    4578:	5d                   	pop    %rbp
    4579:	41 5c                	pop    %r12
    457b:	41 5d                	pop    %r13
    457d:	c3                   	retq   
    457e:	66 90                	xchg   %ax,%ax
    4580:	f3 0f 1e fa          	endbr64 
    4584:	41 54                	push   %r12
    4586:	55                   	push   %rbp
    4587:	48 89 fd             	mov    %rdi,%rbp
    458a:	bf 40 00 00 00       	mov    $0x40,%edi
    458f:	53                   	push   %rbx
    4590:	89 f3                	mov    %esi,%ebx
    4592:	e8 89 e4 ff ff       	callq  2a20 <malloc@plt>
    4597:	48 85 c0             	test   %rax,%rax
    459a:	74 37                	je     45d3 <bfd_seek@plt+0x19a3>
    459c:	89 58 18             	mov    %ebx,0x18(%rax)
    459f:	8d 7b 02             	lea    0x2(%rbx),%edi
    45a2:	49 89 c4             	mov    %rax,%r12
    45a5:	48 63 ff             	movslq %edi,%rdi
    45a8:	e8 73 e4 ff ff       	callq  2a20 <malloc@plt>
    45ad:	49 89 44 24 08       	mov    %rax,0x8(%r12)
    45b2:	48 85 c0             	test   %rax,%rax
    45b5:	74 1c                	je     45d3 <bfd_seek@plt+0x19a3>
    45b7:	41 c7 44 24 20 01 00 	movl   $0x1,0x20(%r12)
    45be:	00 00 
    45c0:	48 89 ee             	mov    %rbp,%rsi
    45c3:	4c 89 e7             	mov    %r12,%rdi
    45c6:	e8 35 ff ff ff       	callq  4500 <bfd_seek@plt+0x18d0>
    45cb:	4c 89 e0             	mov    %r12,%rax
    45ce:	5b                   	pop    %rbx
    45cf:	5d                   	pop    %rbp
    45d0:	41 5c                	pop    %r12
    45d2:	c3                   	retq   
    45d3:	48 8d 3d 6e 6e 00 00 	lea    0x6e6e(%rip),%rdi        # b448 <bfd_seek@plt+0x8818>
    45da:	e8 91 fc ff ff       	callq  4270 <bfd_seek@plt+0x1640>
    45df:	90                   	nop
    45e0:	f3 0f 1e fa          	endbr64 
    45e4:	48 8b 05 c5 cb 00 00 	mov    0xcbc5(%rip),%rax        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    45eb:	41 54                	push   %r12
    45ed:	49 89 fc             	mov    %rdi,%r12
    45f0:	55                   	push   %rbp
    45f1:	53                   	push   %rbx
    45f2:	48 85 c0             	test   %rax,%rax
    45f5:	74 59                	je     4650 <bfd_seek@plt+0x1a20>
    45f7:	48 8b 15 c2 cb 00 00 	mov    0xcbc2(%rip),%rdx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    45fe:	48 8d 1c d0          	lea    (%rax,%rdx,8),%rbx
    4602:	48 8b 2b             	mov    (%rbx),%rbp
    4605:	48 85 ed             	test   %rbp,%rbp
    4608:	74 46                	je     4650 <bfd_seek@plt+0x1a20>
    460a:	4c 89 e6             	mov    %r12,%rsi
    460d:	48 89 ef             	mov    %rbp,%rdi
    4610:	e8 eb fe ff ff       	callq  4500 <bfd_seek@plt+0x18d0>
    4615:	48 8b 13             	mov    (%rbx),%rdx
    4618:	5b                   	pop    %rbx
    4619:	5d                   	pop    %rbp
    461a:	41 5c                	pop    %r12
    461c:	8b 42 1c             	mov    0x1c(%rdx),%eax
    461f:	89 05 83 cb 00 00    	mov    %eax,0xcb83(%rip)        # 111a8 <stderr@@GLIBC_2.2.5+0x48>
    4625:	48 8b 42 10          	mov    0x10(%rdx),%rax
    4629:	48 8b 12             	mov    (%rdx),%rdx
    462c:	48 89 05 6d cb 00 00 	mov    %rax,0xcb6d(%rip)        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    4633:	48 89 05 66 cd 00 00 	mov    %rax,0xcd66(%rip)        # 113a0 <stderr@@GLIBC_2.2.5+0x240>
    463a:	48 89 15 3f cb 00 00 	mov    %rdx,0xcb3f(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    4641:	0f b6 00             	movzbl (%rax),%eax
    4644:	88 05 62 cb 00 00    	mov    %al,0xcb62(%rip)        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    464a:	c3                   	retq   
    464b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    4650:	e8 4b fc ff ff       	callq  42a0 <bfd_seek@plt+0x1670>
    4655:	48 8b 2d 54 cb 00 00 	mov    0xcb54(%rip),%rbp        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    465c:	be 00 40 00 00       	mov    $0x4000,%esi
    4661:	48 8b 05 58 cb 00 00 	mov    0xcb58(%rip),%rax        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    4668:	48 8b 3d 11 cb 00 00 	mov    0xcb11(%rip),%rdi        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    466f:	48 8d 5c c5 00       	lea    0x0(%rbp,%rax,8),%rbx
    4674:	e8 07 ff ff ff       	callq  4580 <bfd_seek@plt+0x1950>
    4679:	48 85 ed             	test   %rbp,%rbp
    467c:	48 89 03             	mov    %rax,(%rbx)
    467f:	48 0f 45 e8          	cmovne %rax,%rbp
    4683:	eb 85                	jmp    460a <bfd_seek@plt+0x19da>
    4685:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    468c:	00 00 00 00 
    4690:	f3 0f 1e fa          	endbr64 
    4694:	41 57                	push   %r15
    4696:	41 56                	push   %r14
    4698:	41 55                	push   %r13
    469a:	41 54                	push   %r12
    469c:	55                   	push   %rbp
    469d:	53                   	push   %rbx
    469e:	48 83 ec 58          	sub    $0x58,%rsp
    46a2:	44 8b 2d ef ca 00 00 	mov    0xcaef(%rip),%r13d        # 11198 <stderr@@GLIBC_2.2.5+0x38>
    46a9:	44 8b 25 e4 ca 00 00 	mov    0xcae4(%rip),%r12d        # 11194 <stderr@@GLIBC_2.2.5+0x34>
    46b0:	45 85 ed             	test   %r13d,%r13d
    46b3:	0f 84 a0 01 00 00    	je     4859 <bfd_seek@plt+0x1c29>
    46b9:	49 63 c4             	movslq %r12d,%rax
    46bc:	4c 8d 0d fd 77 00 00 	lea    0x77fd(%rip),%r9        # bec0 <bfd_seek@plt+0x9290>
    46c3:	48 8d 1d 36 75 00 00 	lea    0x7536(%rip),%rbx        # bc00 <bfd_seek@plt+0x8fd0>
    46ca:	0f b6 15 db ca 00 00 	movzbl 0xcadb(%rip),%edx        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    46d1:	4c 8b 15 c8 ca 00 00 	mov    0xcac8(%rip),%r10        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    46d8:	45 0f b7 2c 41       	movzwl (%r9,%rax,2),%r13d
    46dd:	0f b7 2c 43          	movzwl (%rbx,%rax,2),%ebp
    46e1:	4c 89 4c 24 18       	mov    %r9,0x18(%rsp)
    46e6:	4c 8d 05 93 6f 00 00 	lea    0x6f93(%rip),%r8        # b680 <bfd_seek@plt+0x8a50>
    46ed:	49 89 d9             	mov    %rbx,%r9
    46f0:	4c 89 d3             	mov    %r10,%rbx
    46f3:	4c 8d 3d 86 73 00 00 	lea    0x7386(%rip),%r15        # ba80 <bfd_seek@plt+0x8e50>
    46fa:	4c 8d 35 7f 76 00 00 	lea    0x767f(%rip),%r14        # bd80 <bfd_seek@plt+0x9150>
    4701:	44 89 64 24 08       	mov    %r12d,0x8(%rsp)
    4706:	4c 89 cf             	mov    %r9,%rdi
    4709:	4c 8b 54 24 18       	mov    0x18(%rsp),%r10
    470e:	49 89 d9             	mov    %rbx,%r9
    4711:	88 13                	mov    %dl,(%rbx)
    4713:	0f bf c5             	movswl %bp,%eax
    4716:	89 d6                	mov    %edx,%esi
    4718:	48 89 5c 24 10       	mov    %rbx,0x10(%rsp)
    471d:	48 89 fb             	mov    %rdi,%rbx
    4720:	44 8b 1d 69 ca 00 00 	mov    0xca69(%rip),%r11d        # 11190 <stderr@@GLIBC_2.2.5+0x30>
    4727:	48 8b 2d 5a ca 00 00 	mov    0xca5a(%rip),%rbp        # 11188 <stderr@@GLIBC_2.2.5+0x28>
    472e:	31 ff                	xor    %edi,%edi
    4730:	41 bc 01 00 00 00    	mov    $0x1,%r12d
    4736:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
    473d:	00 00 00 
    4740:	40 0f b6 ce          	movzbl %sil,%ecx
    4744:	48 8d 35 75 76 00 00 	lea    0x7675(%rip),%rsi        # bdc0 <bfd_seek@plt+0x9190>
    474b:	8b 54 24 08          	mov    0x8(%rsp),%edx
    474f:	66 45 85 ed          	test   %r13w,%r13w
    4753:	0f b6 34 0e          	movzbl (%rsi,%rcx,1),%esi
    4757:	49 0f 45 e9          	cmovne %r9,%rbp
    475b:	41 0f 45 fc          	cmovne %r12d,%edi
    475f:	44 0f 45 da          	cmovne %edx,%r11d
    4763:	01 f0                	add    %esi,%eax
    4765:	48 98                	cltq   
    4767:	41 0f bf 0c 40       	movswl (%r8,%rax,2),%ecx
    476c:	39 ca                	cmp    %ecx,%edx
    476e:	74 2d                	je     479d <bfd_seek@plt+0x1b6d>
    4770:	48 63 ca             	movslq %edx,%rcx
    4773:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    4778:	41 0f bf 0c 4f       	movswl (%r15,%rcx,2),%ecx
    477d:	89 ca                	mov    %ecx,%edx
    477f:	66 81 f9 b0 00       	cmp    $0xb0,%cx
    4784:	7e 05                	jle    478b <bfd_seek@plt+0x1b5b>
    4786:	41 0f b6 34 36       	movzbl (%r14,%rsi,1),%esi
    478b:	48 63 c9             	movslq %ecx,%rcx
    478e:	0f bf 04 4b          	movswl (%rbx,%rcx,2),%eax
    4792:	01 f0                	add    %esi,%eax
    4794:	48 98                	cltq   
    4796:	66 41 3b 14 40       	cmp    (%r8,%rax,2),%dx
    479b:	75 db                	jne    4778 <bfd_seek@plt+0x1b48>
    479d:	48 8d 35 dc 70 00 00 	lea    0x70dc(%rip),%rsi        # b880 <bfd_seek@plt+0x8c50>
    47a4:	49 83 c1 01          	add    $0x1,%r9
    47a8:	48 0f bf 0c 46       	movswq (%rsi,%rax,2),%rcx
    47ad:	0f bf 04 4b          	movswl (%rbx,%rcx,2),%eax
    47b1:	89 4c 24 08          	mov    %ecx,0x8(%rsp)
    47b5:	66 3d c2 00          	cmp    $0xc2,%ax
    47b9:	74 15                	je     47d0 <bfd_seek@plt+0x1ba0>
    47bb:	41 0f b6 31          	movzbl (%r9),%esi
    47bf:	45 0f b7 2c 4a       	movzwl (%r10,%rcx,2),%r13d
    47c4:	e9 77 ff ff ff       	jmpq   4740 <bfd_seek@plt+0x1b10>
    47c9:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    47d0:	40 84 ff             	test   %dil,%dil
    47d3:	74 0e                	je     47e3 <bfd_seek@plt+0x1bb3>
    47d5:	48 89 2d ac c9 00 00 	mov    %rbp,0xc9ac(%rip)        # 11188 <stderr@@GLIBC_2.2.5+0x28>
    47dc:	44 89 1d ad c9 00 00 	mov    %r11d,0xc9ad(%rip)        # 11190 <stderr@@GLIBC_2.2.5+0x30>
    47e3:	48 89 5c 24 08       	mov    %rbx,0x8(%rsp)
    47e8:	4c 8d 2d d1 6d 00 00 	lea    0x6dd1(%rip),%r13        # b5c0 <bfd_seek@plt+0x8990>
    47ef:	4d 89 cc             	mov    %r9,%r12
    47f2:	41 0f bf 04 4a       	movswl (%r10,%rcx,2),%eax
    47f7:	85 c0                	test   %eax,%eax
    47f9:	75 13                	jne    480e <bfd_seek@plt+0x1bde>
    47fb:	48 63 05 8e c9 00 00 	movslq 0xc98e(%rip),%rax        # 11190 <stderr@@GLIBC_2.2.5+0x30>
    4802:	4c 8b 25 7f c9 00 00 	mov    0xc97f(%rip),%r12        # 11188 <stderr@@GLIBC_2.2.5+0x28>
    4809:	41 0f bf 04 42       	movswl (%r10,%rax,2),%eax
    480e:	48 8b 7c 24 10       	mov    0x10(%rsp),%rdi
    4813:	4c 89 e2             	mov    %r12,%rdx
    4816:	4c 89 64 24 20       	mov    %r12,0x20(%rsp)
    481b:	4c 89 25 7e c9 00 00 	mov    %r12,0xc97e(%rip)        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    4822:	48 29 fa             	sub    %rdi,%rdx
    4825:	48 89 3d 74 cb 00 00 	mov    %rdi,0xcb74(%rip)        # 113a0 <stderr@@GLIBC_2.2.5+0x240>
    482c:	89 15 7a cb 00 00    	mov    %edx,0xcb7a(%rip)        # 113ac <stderr@@GLIBC_2.2.5+0x24c>
    4832:	41 0f b6 14 24       	movzbl (%r12),%edx
    4837:	41 c6 04 24 00       	movb   $0x0,(%r12)
    483c:	4d 89 d4             	mov    %r10,%r12
    483f:	88 15 67 c9 00 00    	mov    %dl,0xc967(%rip)        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    4845:	83 f8 2a             	cmp    $0x2a,%eax
    4848:	0f 87 3d 08 00 00    	ja     508b <bfd_seek@plt+0x245b>
    484e:	49 63 44 85 00       	movslq 0x0(%r13,%rax,4),%rax
    4853:	4c 01 e8             	add    %r13,%rax
    4856:	3e ff e0             	notrack jmpq *%rax
    4859:	c7 05 35 c9 00 00 01 	movl   $0x1,0xc935(%rip)        # 11198 <stderr@@GLIBC_2.2.5+0x38>
    4860:	00 00 00 
    4863:	45 85 e4             	test   %r12d,%r12d
    4866:	0f 84 8e 00 00 00    	je     48fa <bfd_seek@plt+0x1cca>
    486c:	49 63 c4             	movslq %r12d,%rax
    486f:	4c 8d 0d 4a 76 00 00 	lea    0x764a(%rip),%r9        # bec0 <bfd_seek@plt+0x9290>
    4876:	48 8d 1d 83 73 00 00 	lea    0x7383(%rip),%rbx        # bc00 <bfd_seek@plt+0x8fd0>
    487d:	48 83 3d fb c8 00 00 	cmpq   $0x0,0xc8fb(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    4884:	00 
    4885:	45 0f b7 2c 41       	movzwl (%r9,%rax,2),%r13d
    488a:	0f b7 2c 43          	movzwl (%rbx,%rax,2),%ebp
    488e:	0f 84 97 00 00 00    	je     492b <bfd_seek@plt+0x1cfb>
    4894:	48 83 3d dc c8 00 00 	cmpq   $0x0,0xc8dc(%rip)        # 11178 <stderr@@GLIBC_2.2.5+0x18>
    489b:	00 
    489c:	0f 84 a5 00 00 00    	je     4947 <bfd_seek@plt+0x1d17>
    48a2:	48 8b 05 07 c9 00 00 	mov    0xc907(%rip),%rax        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    48a9:	48 85 c0             	test   %rax,%rax
    48ac:	0f 84 a8 00 00 00    	je     495a <bfd_seek@plt+0x1d2a>
    48b2:	48 8b 15 07 c9 00 00 	mov    0xc907(%rip),%rdx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    48b9:	48 8b 04 d0          	mov    (%rax,%rdx,8),%rax
    48bd:	48 85 c0             	test   %rax,%rax
    48c0:	0f 84 94 00 00 00    	je     495a <bfd_seek@plt+0x1d2a>
    48c6:	4c 8b 50 10          	mov    0x10(%rax),%r10
    48ca:	8b 50 1c             	mov    0x1c(%rax),%edx
    48cd:	48 8b 00             	mov    (%rax),%rax
    48d0:	89 15 d2 c8 00 00    	mov    %edx,0xc8d2(%rip)        # 111a8 <stderr@@GLIBC_2.2.5+0x48>
    48d6:	4c 89 15 c3 ca 00 00 	mov    %r10,0xcac3(%rip)        # 113a0 <stderr@@GLIBC_2.2.5+0x240>
    48dd:	48 89 05 9c c8 00 00 	mov    %rax,0xc89c(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    48e4:	41 0f b6 12          	movzbl (%r10),%edx
    48e8:	4c 89 15 b1 c8 00 00 	mov    %r10,0xc8b1(%rip)        # 111a0 <stderr@@GLIBC_2.2.5+0x40>
    48ef:	88 15 b7 c8 00 00    	mov    %dl,0xc8b7(%rip)        # 111ac <stderr@@GLIBC_2.2.5+0x4c>
    48f5:	e9 e7 fd ff ff       	jmpq   46e1 <bfd_seek@plt+0x1ab1>
    48fa:	31 ed                	xor    %ebp,%ebp
    48fc:	45 31 ed             	xor    %r13d,%r13d
    48ff:	48 83 3d 79 c8 00 00 	cmpq   $0x0,0xc879(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    4906:	00 
    4907:	c7 05 83 c8 00 00 01 	movl   $0x1,0xc883(%rip)        # 11194 <stderr@@GLIBC_2.2.5+0x34>
    490e:	00 00 00 
    4911:	41 bc 01 00 00 00    	mov    $0x1,%r12d
    4917:	4c 8d 0d a2 75 00 00 	lea    0x75a2(%rip),%r9        # bec0 <bfd_seek@plt+0x9290>
    491e:	48 8d 1d db 72 00 00 	lea    0x72db(%rip),%rbx        # bc00 <bfd_seek@plt+0x8fd0>
    4925:	0f 85 69 ff ff ff    	jne    4894 <bfd_seek@plt+0x1c64>
    492b:	48 8b 05 fe c7 00 00 	mov    0xc7fe(%rip),%rax        # 11130 <stdin@@GLIBC_2.2.5>
    4932:	48 83 3d 3e c8 00 00 	cmpq   $0x0,0xc83e(%rip)        # 11178 <stderr@@GLIBC_2.2.5+0x18>
    4939:	00 
    493a:	48 89 05 3f c8 00 00 	mov    %rax,0xc83f(%rip)        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    4941:	0f 85 5b ff ff ff    	jne    48a2 <bfd_seek@plt+0x1c72>
    4947:	48 8b 05 d2 c7 00 00 	mov    0xc7d2(%rip),%rax        # 11120 <stdout@@GLIBC_2.2.5>
    494e:	48 89 05 23 c8 00 00 	mov    %rax,0xc823(%rip)        # 11178 <stderr@@GLIBC_2.2.5+0x18>
    4955:	e9 48 ff ff ff       	jmpq   48a2 <bfd_seek@plt+0x1c72>
    495a:	4c 89 4c 24 08       	mov    %r9,0x8(%rsp)
    495f:	e8 3c f9 ff ff       	callq  42a0 <bfd_seek@plt+0x1670>
    4964:	48 8b 15 55 c8 00 00 	mov    0xc855(%rip),%rdx        # 111c0 <stderr@@GLIBC_2.2.5+0x60>
    496b:	be 00 40 00 00       	mov    $0x4000,%esi
    4970:	48 8b 05 39 c8 00 00 	mov    0xc839(%rip),%rax        # 111b0 <stderr@@GLIBC_2.2.5+0x50>
    4977:	48 8b 3d 02 c8 00 00 	mov    0xc802(%rip),%rdi        # 11180 <stderr@@GLIBC_2.2.5+0x20>
    497e:	4c 8d 34 d0          	lea    (%rax,%rdx,8),%r14
    4982:	e8 f9 fb ff ff       	callq  4580 <bfd_seek@plt+0x1950>
    4987:	4c 8b 4c 24 08       	mov    0x8(%rsp),%r9
    498c:	49 89 06             	mov    %rax,(%r14)
    498f:	e9 32 ff ff ff       	jmpq   48c6 <bfd_seek@plt+0x1c96>
    4994:	b8 07 01 00 00       	mov    $0x107,%eax
    4999:	48 83 c4 58          	add    $0x58,%rsp
    499d:	5b                   	pop    %rbx
    499e:	5d                   	pop    %rbp
    499f:	41 5c                	pop    %r12
    49a1:	41 5d                	pop    %r13
    49a3:	41 5e                	pop    %r14
    49a5:	41 5f                	pop    %r15
    49a7:	c3                   	retq   
    49a8:	b8 08 01 00 00       	mov    $0x108,%eax
    49ad:	eb ea                	jmp    4999 <bfd_seek@plt+0x1d69>
